,angle
1817,26.70000000000001
1818,-26.70000000000001
1819,37.5
1820,-37.5
1821,-43.0
1822,43.0
1823,0.9
1824,-0.9
1825,7.1000000000000005
1826,-7.1000000000000005
1827,16.8
1828,-16.8
1829,-24.1
1830,24.1
1831,35.0
1832,-48.0
1833,48.0
1834,-4.4
1835,-5.7
1836,5.7
1837,11.3
1838,-11.3
1839,23.70000000000001
1840,-34.3
1841,34.3
1842,-42.6
1843,-4.1
1844,5.2
1845,13.1
1846,-13.1
1847,-24.20000000000001
1848,36.3
1849,-36.3
1850,40.8
1851,-0.7000000000000001
1852,-5.1000000000000005
1853,-16.1
1854,29.4
1855,-29.4
1856,37.8
1857,-42.0
1858,3.5
1859,-3.5
1860,-5.5
1861,-11.8
1862,11.8
1863,27.3
1864,-27.3
1865,34.300000000000004
1866,-34.300000000000004
1867,-40.5
1868,2.3
1869,-2.3
1870,-7.8000000000000025
1871,7.8000000000000025
1872,11.6
1873,-11.6
1874,23.70000000000001
1875,-23.70000000000001
1876,-34.9
1877,-48.8
1878,48.8
1879,-3.4000000000000004
1880,3.4000000000000004
1881,5.6000000000000005
1882,13.6
1883,-13.6
1884,-24.20000000000001
1885,24.20000000000001
1886,31.0
1887,-42.6
1888,0.2
1889,-7.0
1890,7.0
1891,14.3
1892,20.9
1893,-37.0
1894,37.0
1895,-40.5
1896,40.5
1897,-0.7000000000000001
1898,0.7000000000000001
1899,-5.4
1900,5.4
1901,-17.8
1902,17.8
1903,20.9
1904,-32.4
1905,-40.5
1906,40.5
1907,-0.6000000000000001
1908,-10.0
1909,10.0
1910,-10.5
1911,10.5
1912,-20.3
1913,-37.7
1914,37.7
1915,-40.5
1916,-3.3
1917,3.3
1918,5.1
1919,-5.1
1920,-11.7
1921,-20.6
1922,20.6
1923,-31.7
1924,31.7
1925,47.90000000000001
1926,-0.30000000000000004
1927,0.30000000000000004
1928,6.0
1929,-6.0
1930,-17.7
1931,26.5
1932,-26.5
1933,38.4
1934,-38.4
1935,-40.5
1936,-2.1
1937,5.5
1938,-19.200000000000006
1939,19.200000000000006
1940,27.6
1941,-27.6
1942,32.2
1943,-32.2
1944,-46.3
1945,46.3
1946,-1.2
1947,6.2
1948,-6.2
1949,12.6
1950,22.9
1951,-22.9
1952,-30.70000000000001
1953,30.70000000000001
1954,-48.8
1955,48.8
1956,-0.2
1957,-6.0
1958,6.0
1959,17.0
1960,20.9
1961,-20.9
1962,-30.1
1963,30.1
1964,44.6
1965,-44.6
1966,0.7000000000000001
1967,5.8
1968,-5.8
1969,-14.3
1970,14.3
1971,23.70000000000001
1972,-33.800000000000004
1973,33.800000000000004
1974,41.1
1975,-0.5
1976,0.5
1977,-8.8
1978,8.8
1979,13.1
1980,-13.1
1981,26.3
1982,-26.3
1983,39.40000000000001
1984,-39.40000000000001
1985,-44.8
1986,44.8
1987,-2.5
1988,2.5
1989,-5.1000000000000005
1990,5.1000000000000005
1991,13.8
1992,-13.8
1993,-26.4
1994,26.4
1995,-37.1
1996,-46.5
1997,-2.7
1998,-6.3
1999,6.3
2000,-13.1
2001,-20.3
2002,-36.8
2003,-48.7
2004,48.7
2005,0.2
2006,5.300000000000002
2007,-5.300000000000002
2008,13.1
2009,29.20000000000001
2010,-36.3
2011,36.3
2012,-49.0
2013,-3.8
2014,-5.1000000000000005
2015,5.1000000000000005
2016,-17.1
2017,20.9
2018,32.6
2019,-32.6
2020,41.3
2021,0.7000000000000001
2022,-5.5
2023,18.6
2024,23.0
2025,-23.0
2026,-35.0
2027,35.0
2028,46.0
2029,-46.0
2030,1.5
2031,-5.7
2032,5.7
2033,13.1
2034,20.9
2035,-20.9
2036,31.5
2037,-31.5
2038,-40.5
2039,-0.1
2040,0.1
2041,-6.8000000000000025
2042,6.8000000000000025
2043,-12.1
2044,20.9
2045,-31.0
2046,31.0
2047,-44.6
2048,-0.6000000000000001
2049,0.6000000000000001
2050,-5.3
2051,10.7
2052,26.3
2053,-26.3
2054,33.7
2055,-33.7
2056,42.6
2057,-0.30000000000000004
2058,-6.0
2059,6.0
2060,-12.8
2061,12.8
2062,-29.6
2063,29.6
2064,36.6
2065,-44.5
2066,0.30000000000000004
2067,-0.30000000000000004
2068,6.0
2069,-6.0
2070,10.6
2071,-26.20000000000001
2072,26.20000000000001
2073,33.1
2074,-40.5
2075,40.5
2076,0.6000000000000001
2077,-8.1
2078,8.1
2079,10.8
2080,-10.8
2081,-21.200000000000006
2082,21.200000000000006
2083,39.6
2084,-39.6
2085,41.3
2086,0.7000000000000001
2087,6.0
2088,14.4
2089,21.3
2090,32.4
2091,-32.4
2092,-47.6
2093,-2.1
2094,2.1
2095,7.6
2096,-7.6
2097,12.9
2098,-12.9
2099,29.8
2100,-32.6
2101,-42.6
2102,2.1
2103,-5.4
2104,5.4
2105,-17.7
2106,26.3
2107,-36.1
2108,36.1
2109,43.3
2110,-43.3
2111,-2.1
2112,-5.4
2113,13.1
2114,-13.1
2115,26.8
2116,-37.7
2117,37.7
2118,-41.6
2119,-1.3
2120,-6.8000000000000025
2121,-10.2
2122,10.2
2123,22.20000000000001
2124,-36.3
2125,36.3
2126,48.7
2127,0.0
2128,-7.4
2129,7.4
2130,13.8
2131,-24.20000000000001
2132,24.20000000000001
2133,36.4
2134,-36.4
2135,-41.6
2136,41.6
2137,2.1
2138,5.5
2139,-5.5
2140,10.3
2141,20.9
2142,-20.9
2143,-31.2
2144,31.2
2145,44.9
2146,-44.9
2147,-1.3
2148,-6.2
2149,6.2
2150,13.1
2151,-13.1
2152,-20.9
2153,20.9
2154,-36.8
2155,-49.6
2156,49.6
2157,-1.7
2158,9.4
2159,-11.8
2160,25.1
2161,-25.1
2162,30.3
2163,-30.3
2164,-40.5
2165,0.6000000000000001
2166,7.3000000000000025
2167,-7.3000000000000025
2168,15.2
2169,-15.2
2170,26.3
2171,-37.9
2172,37.9
2173,48.2
2174,0.1
2175,-0.1
2176,9.1
2177,-9.1
2178,-11.3
2179,21.70000000000001
2180,-21.70000000000001
2181,30.1
2182,-42.6
2183,42.6
2184,1.6
2185,-8.4
2186,8.4
2187,-11.6
2188,26.4
2189,-35.7
2190,42.5
2191,-4.9
2192,4.9
2193,-5.4
2194,17.900000000000006
2195,24.9
2196,33.0
2197,-43.1
2198,0.9
2199,-6.0
2200,6.0
2201,13.1
2202,-13.1
2203,-24.8
2204,24.8
2205,31.1
2206,-31.1
2207,-40.5
2208,1.4
2209,5.5
2210,12.0
2211,22.6
2212,-22.6
2213,-35.2
2214,-48.8
2215,48.8
2216,-2.1
2217,5.9
2218,-5.9
2219,18.5
2220,-18.5
2221,-24.3
2222,24.3
2223,39.0
2224,-50.0
2225,50.0
2226,0.8
2227,-0.8
2228,-6.0
2229,6.0
2230,-11.7
2231,11.7
2232,-23.8
2233,35.5
2234,-43.0
2235,0.2
2236,-0.2
2237,-5.8000000000000025
2238,-14.6
2239,14.6
2240,-27.8
2241,-37.4
2242,-44.7
2243,44.7
2244,-4.4
2245,4.4
2246,-5.300000000000002
2247,5.300000000000002
2248,13.1
2249,-13.1
2250,20.9
2251,-20.9
2252,-31.2
2253,31.2
2254,-43.0
2255,1.7000000000000002
2256,-1.7000000000000002
2257,-5.300000000000002
2258,5.300000000000002
2259,-19.5
2260,20.9
2261,-20.9
2262,38.4
2263,45.6
2264,-45.6
2265,1.5
2266,-1.5
2267,6.9
2268,-6.9
2269,10.8
2270,20.9
2271,-20.9
2272,33.800000000000004
2273,-33.800000000000004
2274,45.3
2275,-0.4
2276,0.4
2277,-5.4
2278,13.1
2279,-13.1
2280,-24.20000000000001
2281,35.4
2282,-35.4
2283,46.0
2284,-46.0
2285,3.6
2286,-3.6
2287,-6.0
2288,6.0
2289,-19.700000000000006
2290,19.700000000000006
2291,21.6
2292,-21.6
2293,-32.0
2294,32.0
2295,-47.40000000000001
2296,-2.8000000000000003
2297,5.1000000000000005
2298,-5.1000000000000005
2299,14.2
2300,-14.2
2301,22.20000000000001
2302,-22.20000000000001
2303,30.3
2304,47.90000000000001
2305,0.5
2306,-5.4
2307,13.1
2308,-24.2
2309,-30.7
2310,30.7
2311,-40.5
2312,0.5
2313,5.8000000000000025
2314,-5.8000000000000025
2315,13.1
2316,-13.1
2317,-21.5
2318,33.5
2319,-33.5
2320,-40.5
2321,40.5
2322,-1.4
2323,-9.4
2324,9.4
2325,-16.1
2326,16.1
2327,21.8
2328,-21.8
2329,-31.1
2330,-44.6
2331,-1.7000000000000002
2332,1.7000000000000002
2333,-6.8
2334,-12.6
2335,-23.4
2336,23.4
2337,-30.3
2338,46.5
2339,-0.6000000000000001
2340,0.6000000000000001
2341,-5.7
2342,5.7
2343,10.1
2344,20.700000000000006
2345,-33.7
2346,-40.9
2347,-1.1
2348,-5.1000000000000005
2349,-11.8
2350,20.7
2351,-20.7
2352,-37.9
2353,-43.0
2354,-3.7
2355,3.7
2356,-5.9
2357,5.9
2358,-15.1
2359,15.1
2360,20.1
2361,-20.1
2362,34.7
2363,-34.7
2364,-40.5
2365,0.30000000000000004
2366,-0.30000000000000004
2367,5.4
2368,-5.4
2369,15.2
2370,-15.2
2371,28.20000000000001
2372,-35.1
2373,35.1
2374,44.40000000000001
2375,1.4
2376,-1.4
2377,-6.8
2378,6.8
2379,18.5
2380,-18.5
2381,21.2
2382,-21.2
2383,-37.8
2384,37.8
2385,43.7
2386,-43.7
2387,2.5
2388,-2.5
2389,-6.5
2390,-14.3
2391,-20.9
2392,-33.6
2393,40.5
2394,-40.5
2395,0.1
2396,-0.1
2397,-5.4
2398,5.4
2399,-10.5
2400,10.5
2401,20.9
2402,-20.9
2403,33.7
2404,-47.8
2405,47.8
2406,1.3
2407,5.5
2408,13.6
2409,-24.20000000000001
2410,24.20000000000001
2411,-34.0
2412,34.0
2413,-43.0
2414,43.0
2415,0.0
2416,-0.0
2417,5.300000000000002
2418,14.0
2419,20.200000000000006
2420,-34.0
2421,48.1
2422,-0.6000000000000001
2423,0.6000000000000001
2424,7.4
2425,-19.700000000000006
2426,19.700000000000006
2427,20.9
2428,-20.9
2429,34.300000000000004
2430,-34.300000000000004
2431,-43.90000000000001
2432,43.90000000000001
2433,0.7000000000000001
2434,-0.7000000000000001
2435,-7.3000000000000025
2436,7.3000000000000025
2437,13.1
2438,-13.1
2439,22.9
2440,-22.9
2441,-30.5
2442,30.5
2443,-43.0
2444,-1.2000000000000002
2445,1.2000000000000002
2446,-8.200000000000001
2447,-10.5
2448,10.5
2449,28.9
2450,-28.9
2451,-38.90000000000001
2452,-43.0
2453,43.0
2454,-2.5
2455,2.5
2456,-5.7
2457,-19.700000000000006
2458,19.700000000000006
2459,26.3
2460,33.0
2461,-33.0
2462,-42.6
2463,3.1
2464,-3.1
2465,-6.6
2466,11.0
2467,-11.0
2468,20.9
2469,-20.9
2470,37.6
2471,-43.0
2472,43.0
2473,-1.5
2474,7.7
2475,13.1
2476,-13.1
2477,-28.7
2478,-31.1
2479,31.1
2480,43.0
2481,0.7000000000000001
2482,7.4
2483,-12.3
2484,20.9
2485,-20.9
2486,-32.2
2487,-40.5
2488,1.6
2489,-1.6
2490,10.0
2491,-10.0
2492,11.5
2493,23.70000000000001
2494,-23.70000000000001
2495,-30.4
2496,30.4
2497,-40.5
2498,40.5
2499,0.7999999999999999
2500,5.300000000000002
2501,20.0
2502,-20.0
2503,-25.70000000000001
2504,25.70000000000001
2505,-34.3
2506,-40.5
2507,0.9
2508,-0.9
2509,6.3
2510,-11.8
2511,11.8
2512,23.3
2513,31.0
2514,-31.0
2515,-47.0
2516,0.0
2517,-0.0
2518,-9.3
2519,-18.3
2520,18.3
2521,26.8
2522,-33.6
2523,46.0
2524,-1.8
2525,1.8
2526,-5.5
2527,5.5
2528,13.1
2529,-13.1
2530,23.70000000000001
2531,-23.70000000000001
2532,32.4
2533,-32.4
2534,-49.2
2535,49.2
2536,-1.4
2537,5.7
2538,-13.3
2539,-24.20000000000001
2540,24.20000000000001
2541,-30.9
2542,-43.0
2543,-1.2000000000000002
2544,1.2000000000000002
2545,7.7
2546,-7.7
2547,-19.700000000000006
2548,-23.70000000000001
2549,23.70000000000001
2550,30.3
2551,-30.3
2552,-43.0
2553,43.0
2554,-1.0
2555,-5.6000000000000005
2556,13.1
2557,-13.1
2558,20.9
2559,-20.9
2560,-31.6
2561,-49.5
2562,0.2
2563,5.300000000000002
2564,-16.8
2565,16.8
2566,22.8
2567,-38.1
2568,-40.5
2569,40.5
2570,-0.4
2571,0.4
2572,-5.4
2573,5.4
2574,-10.6
2575,10.6
2576,23.0
2577,-34.0
2578,-43.7
2579,-4.9
2580,-6.3000000000000025
2581,11.5
2582,-11.5
2583,-24.20000000000001
2584,37.8
2585,-48.5
2586,1.9
2587,-1.9
2588,-8.0
2589,-19.700000000000006
2590,20.9
2591,-20.9
2592,38.0
2593,-38.0
2594,-40.5
2595,40.5
2596,2.8000000000000003
2597,-2.8000000000000003
2598,-6.0
2599,18.5
2600,-18.5
2601,25.5
2602,-30.1
2603,30.1
2604,-40.5
2605,-3.9
2606,6.0
2607,-6.0
2608,13.1
2609,-13.1
2610,28.9
2611,-28.9
2612,-31.0
2613,-40.5
2614,40.5
2615,0.6000000000000001
2616,-0.6000000000000001
2617,5.6000000000000005
2618,-5.6000000000000005
2619,-13.2
2620,13.2
2621,-22.0
2622,-31.2
2623,31.2
2624,-40.5
2625,40.5
2626,-0.5
2627,-7.1
2628,-11.2
2629,11.2
2630,21.6
2631,35.2
2632,-49.6
2633,49.6
2634,-0.6000000000000001
2635,-7.7
2636,7.7
2637,-11.7
2638,11.7
2639,-22.1
2640,31.1
2641,-31.1
2642,40.90000000000001
2643,4.6000000000000005
2644,-4.6000000000000005
2645,-6.9
2646,16.8
2647,25.4
2648,39.90000000000001
2649,-39.90000000000001
2650,46.7
2651,-46.7
2652,0.6000000000000001
2653,-0.6000000000000001
2654,-7.1
2655,7.1
2656,13.1
2657,-13.1
2658,20.9
2659,-30.8
2660,-40.5
2661,2.9000000000000004
2662,-8.3
2663,8.3
2664,13.1
2665,20.9
2666,-20.9
2667,-32.800000000000004
2668,-43.1
2669,-0.4
2670,-8.9
2671,-16.8
2672,16.8
2673,29.20000000000001
2674,-29.20000000000001
2675,-36.1
2676,-44.8
2677,1.1
2678,9.1
2679,-9.1
2680,17.4
2681,-21.200000000000006
2682,-35.1
2683,42.6
2684,-4.8
2685,4.8
2686,-5.6000000000000005
2687,-11.9
2688,27.4
2689,-27.4
2690,32.4
2691,-40.5
2692,-0.30000000000000004
2693,5.2
2694,-5.2
2695,14.3
2696,-14.3
2697,22.6
2698,-34.0
2699,-42.8
2700,42.8
2701,-1.5
2702,1.5
2703,5.2
2704,-5.2
2705,14.2
2706,-20.9
2707,32.9
2708,-40.5
2709,40.5
2710,-0.9
2711,5.300000000000002
2712,-5.300000000000002
2713,13.1
2714,24.9
2715,-24.9
2716,-32.3
2717,32.3
2718,-40.5
2719,0.9
2720,-7.7
2721,12.9
2722,-12.9
2723,27.4
2724,-27.4
2725,30.70000000000001
2726,-30.70000000000001
2727,-49.5
2728,49.5
2729,-0.7999999999999999
2730,0.7999999999999999
2731,-5.5
2732,-11.8
2733,27.6
2734,-27.6
2735,36.8
2736,-36.8
2737,-40.5
2738,-0.5
2739,0.5
2740,8.5
2741,-8.5
2742,10.4
2743,-10.4
2744,-29.3
2745,29.3
2746,-34.1
2747,34.1
2748,-50.0
2749,-4.1000000000000005
2750,4.1000000000000005
2751,-7.7
2752,7.7
2753,-11.7
2754,11.7
2755,-25.0
2756,-34.0
2757,-45.6
2758,45.6
2759,0.7000000000000001
2760,-6.4
2761,6.4
2762,-11.1
2763,20.9
2764,-33.6
2765,-42.7
2766,0.7000000000000001
2767,-0.7000000000000001
2768,8.200000000000001
2769,-8.200000000000001
2770,-14.6
2771,14.6
2772,20.9
2773,-20.9
2774,38.4
2775,41.5
2776,0.0
2777,6.6
2778,11.3
2779,25.3
2780,35.4
2781,41.4
2782,-1.4
2783,-8.8
2784,8.8
2785,12.9
2786,-20.3
2787,20.3
2788,30.1
2789,48.5
2790,-3.1
2791,3.1
2792,-6.7
2793,10.1
2794,-22.3
2795,-33.7
2796,33.7
2797,41.2
2798,-41.2
2799,-0.4
2800,0.4
2801,-6.0
2802,-16.1
2803,16.1
2804,-21.5
2805,21.5
2806,-31.4
2807,31.4
2808,-40.5
2809,40.5
2810,0.2
2811,-6.8
2812,-12.3
2813,12.3
2814,25.8
2815,-38.7
2816,38.7
2817,-50.0
2818,0.0
2819,-5.5
2820,5.5
2821,13.1
2822,-13.1
2823,-22.0
2824,39.5
2825,-47.0
2826,-1.4
2827,1.4
2828,-5.9
2829,13.1
2830,-13.1
2831,20.9
2832,31.1
2833,-31.1
2834,47.8
2835,0.5
2836,-6.2
2837,6.2
2838,18.9
2839,-18.9
2840,-21.4
2841,21.4
2842,-32.2
2843,32.2
2844,48.4
2845,-48.4
2846,-3.7
2847,3.7
2848,-6.8
2849,-19.700000000000006
2850,19.700000000000006
2851,30.0
2852,38.3
2853,-38.3
2854,44.8
2855,-0.9
2856,0.9
2857,5.4
2858,12.0
2859,-12.0
2860,-24.6
2861,24.6
2862,-33.800000000000004
2863,-42.6
2864,42.6
2865,0.1
2866,5.7
2867,-5.7
2868,-12.4
2869,12.4
2870,27.0
2871,-27.0
2872,35.7
2873,-41.3
2874,0.7000000000000001
2875,-7.4
2876,-14.3
2877,14.3
2878,-24.3
2879,24.3
2880,33.6
2881,-33.6
2882,-42.9
2883,42.9
2884,3.6
2885,-5.9
2886,5.9
2887,-10.8
2888,10.8
2889,26.20000000000001
2890,-26.20000000000001
2891,-33.5
2892,33.5
2893,-44.3
2894,44.3
2895,1.4
2896,-1.4
2897,-7.5
2898,7.5
2899,17.0
2900,-24.20000000000001
2901,24.20000000000001
2902,-30.9
2903,30.9
2904,-41.5
2905,41.5
2906,-0.30000000000000004
2907,0.30000000000000004
2908,-5.4
2909,20.0
2910,-20.0
2911,-26.2
2912,26.2
2913,-34.2
2914,34.2
2915,-43.0
2916,-0.5
2917,-6.1000000000000005
2918,-17.6
2919,17.6
2920,22.0
2921,-22.0
2922,35.4
2923,46.9
2924,-46.9
2925,-0.1
2926,6.4
2927,-12.0
2928,-24.20000000000001
2929,24.20000000000001
2930,-33.9
2931,-40.5
2932,-4.5
2933,-5.7
2934,-11.8
2935,11.8
2936,-23.8
2937,-34.0
2938,34.0
2939,44.3
2940,2.8000000000000003
2941,-7.1
2942,7.1
2943,-16.9
2944,16.9
2945,23.70000000000001
2946,-23.70000000000001
2947,-35.6
2948,35.6
2949,-43.0
2950,43.0
2951,-3.9
2952,3.9
2953,5.7
2954,-5.7
2955,15.2
2956,-15.2
2957,28.9
2958,-28.9
2959,31.8
2960,-40.5
2961,40.5
2962,0.1
2963,5.4
2964,13.1
2965,-13.1
2966,-27.5
2967,-30.9
2968,30.9
2969,44.40000000000001
2970,-0.2
2971,9.1
2972,15.2
2973,20.9
2974,-20.9
2975,32.4
2976,-42.7
2977,-0.7000000000000001
2978,0.7000000000000001
2979,-9.0
2980,10.5
2981,-10.5
2982,24.5
2983,-24.5
2984,-32.2
2985,41.90000000000001
2986,-41.90000000000001
2987,1.4
2988,-1.4
2989,-8.0
2990,15.2
2991,-15.2
2992,26.3
2993,-31.6
2994,48.7
2995,-1.3
2996,-7.1
2997,7.1
2998,-11.7
2999,20.9
3000,-20.9
3001,-35.2
3002,35.2
3003,-40.5
3004,40.5
3005,-3.8
3006,3.8
3007,5.300000000000002
3008,-11.7
3009,11.7
3010,20.3
3011,-20.3
3012,-43.5
3013,43.5
3014,-1.2000000000000002
3015,5.1000000000000005
3016,-5.1000000000000005
3017,14.8
3018,-14.8
3019,-24.20000000000001
3020,43.7
3021,-43.7
3022,-4.3
3023,4.3
3024,5.300000000000002
3025,-11.0
3026,11.0
3027,25.6
3028,-44.6
3029,44.6
3030,0.0
3031,6.9
3032,-6.9
3033,-11.2
3034,11.2
3035,22.9
3036,-22.9
3037,50.0
3038,-50.0
3039,1.1
3040,-1.1
3041,-6.6
3042,17.0
3043,-17.0
3044,20.9
3045,40.3
3046,-40.3
3047,0.2
3048,5.2
3049,-5.2
3050,13.1
3051,-25.8
3052,25.8
3053,42.6
3054,3.8
3055,5.7
3056,-5.7
3057,11.9
3058,-11.9
3059,25.1
3060,-48.5
3061,48.5
3062,-0.2
3063,0.2
3064,-6.3000000000000025
3065,18.6
3066,-18.6
3067,20.9
3068,-20.9
3069,-41.7
3070,0.30000000000000004
3071,-7.6
3072,15.2
3073,20.9
3074,-20.9
3075,-40.5
3076,40.5
3077,0.6000000000000001
3078,-0.6000000000000001
3079,7.3
3080,-15.0
3081,15.0
3082,27.3
3083,-27.3
3084,-43.0
3085,-1.9
3086,-6.4
3087,6.4
3088,-14.6
3089,-28.9
3090,28.9
3091,-0.2
3092,0.2
3093,-7.4
3094,-17.2
3095,17.2
3096,20.9
3097,3.7
3098,-3.7
3099,-6.8
3100,6.8
3101,13.1
3102,-29.3
3103,29.3
3104,-1.0
3105,1.0
3106,5.6000000000000005
3107,10.2
3108,-21.4
3109,-0.8
3110,7.0
3111,15.9
3112,-24.4
3113,-3.2
3114,-7.2
3115,7.2
3116,15.8
3117,24.1
3118,1.7000000000000002
3119,-6.3000000000000025
3120,6.3000000000000025
3121,14.4
3122,-14.4
3123,-26.20000000000001
3124,-0.30000000000000004
3125,0.30000000000000004
3126,-6.6
3127,6.6
3128,-17.1
3129,17.1
3130,-22.3
3131,22.3
3132,4.5
3133,-4.5
3134,-7.1
3135,18.5
3136,25.8
3137,4.1000000000000005
3138,-5.9
3139,13.1
3140,-13.1
3141,-22.8
3142,-4.9
3143,-6.1000000000000005
3144,6.1000000000000005
3145,11.0
3146,-24.2
3147,0.2
3148,-6.0
3149,6.0
3150,19.6
3151,-19.6
3152,20.1
3153,-20.1
3154,4.7
3155,-5.8000000000000025
3156,16.8
3157,-16.8
3158,-23.5
3159,23.5
3160,-0.30000000000000004
3161,0.30000000000000004
3162,-6.0
3163,6.0
3164,18.6
3165,20.1
3166,-0.8
3167,6.7
3168,-6.7
3169,-19.700000000000006
3170,19.700000000000006
3171,21.9
3172,-4.2
3173,-6.5
3174,6.5
3175,13.1
3176,-25.7
3177,25.7
3178,0.8999999999999999
3179,-0.8999999999999999
3180,-6.4
3181,-10.5
3182,-25.20000000000001
3183,25.20000000000001
3184,-2.1
3185,-8.7
3186,8.7
3187,15.2
3188,-15.2
3189,21.1
3190,-21.1
3191,-3.9
3192,-8.1
3193,-11.7
3194,11.7
3195,25.4
3196,-25.4
3197,3.0
3198,-6.5
3199,6.5
3200,15.2
3201,-15.2
3202,-24.20000000000001
3203,24.20000000000001
3204,0.0
3205,-0.0
3206,6.6000000000000005
3207,-11.9
3208,11.9
3209,-30.0
3210,4.5
3211,5.4
3212,-5.4
3213,-11.6
3214,26.2
3215,4.6000000000000005
3216,-4.6000000000000005
3217,5.2
3218,-5.2
3219,14.0
3220,-20.6
3221,2.4
3222,-2.4
3223,7.4
3224,-11.9
3225,11.9
3226,-23.0
3227,-1.4
3228,1.4
3229,-5.9
3230,-11.7
3231,11.7
3232,20.9
3233,-20.9
3234,-0.4
3235,0.4
3236,-7.9
3237,7.9
3238,-13.1
3239,-23.1
3240,23.1
3241,-0.1
3242,-6.3000000000000025
3243,6.3000000000000025
3244,12.5
3245,-12.5
3246,26.1
3247,0.2
3248,-0.2
3249,-6.1000000000000005
3250,-14.3
3251,-22.3
3252,2.8000000000000003
3253,-2.8000000000000003
3254,-5.9
3255,5.9
3256,17.8
3257,20.9
3258,-20.9
3259,-2.2
3260,6.6000000000000005
3261,-17.7
3262,-23.1
3263,-0.4
3264,6.7
3265,-11.7
3266,-29.3
3267,29.3
3268,-0.7000000000000001
3269,0.7000000000000001
3270,-5.4
3271,5.4
3272,13.1
3273,-13.1
3274,20.9
3275,3.6
3276,5.3
3277,-5.3
3278,11.2
3279,-11.2
3280,21.6
3281,-21.6
3282,-0.4
3283,-7.1
3284,14.9
3285,-14.9
3286,-26.0
3287,0.0
3288,-0.0
3289,-9.1
3290,-12.0
3291,-21.0
3292,3.8
3293,5.8000000000000025
3294,-5.8000000000000025
3295,13.1
3296,22.9
3297,-22.9
3298,-0.6000000000000001
3299,0.6000000000000001
3300,-5.4
3301,5.4
3302,-10.5
3303,10.5
3304,-28.6
3305,28.6
3306,-1.4
3307,1.4
3308,5.9
3309,-5.9
3310,12.9
3311,-12.9
3312,26.3
3313,1.0
3314,-1.0
3315,6.7
3316,15.2
3317,21.1
3318,-0.30000000000000004
3319,7.7
3320,-7.7
3321,10.1
3322,20.9
3323,-20.9
3324,2.4000000000000004
3325,-2.4000000000000004
3326,-5.8000000000000025
3327,5.8000000000000025
3328,14.7
3329,-14.7
3330,26.1
3331,-26.1
3332,0.30000000000000004
3333,5.300000000000002
3334,-5.300000000000002
3335,-15.9
3336,15.9
3337,20.3
3338,-4.5
3339,-7.2
3340,7.2
3341,13.1
3342,-13.1
3343,26.2
3344,-26.2
3345,-3.6
3346,6.4
3347,13.1
3348,28.5
3349,0.4
3350,6.7
3351,-15.1
3352,15.1
3353,21.5
3354,-0.4
3355,0.4
3356,-5.8
3357,-11.9
3358,11.9
3359,20.9
3360,-1.6
3361,1.6
3362,-6.2
3363,-18.9
3364,18.9
3365,-20.6
3366,-1.2000000000000002
3367,1.2000000000000002
3368,-5.2
3369,12.0
3370,-12.0
3371,20.6
3372,0.4
3373,-5.1000000000000005
3374,13.1
3375,26.9
3376,2.7
3377,6.9
3378,-6.9
3379,-11.7
3380,11.7
3381,26.3
3382,-26.3
3383,0.0
3384,8.0
3385,-17.900000000000006
3386,17.900000000000006
3387,22.9
3388,-1.1
3389,5.9
3390,-5.9
3391,12.9
3392,-12.9
3393,-24.20000000000001
3394,24.20000000000001
3395,-1.9
3396,1.9
3397,-5.9
3398,-11.0
3399,11.0
3400,20.6
3401,0.0
3402,-0.0
3403,6.2
3404,-17.7
3405,17.7
3406,-24.3
3407,-1.2
3408,1.2
3409,8.5
3410,-17.7
3411,-28.1
3412,-1.5
3413,5.4
3414,-17.7
3415,23.6
3416,-23.6
3417,-0.7000000000000001
3418,0.7000000000000001
3419,-7.4
3420,-15.7
3421,20.9
3422,-20.9
3423,-0.1
3424,0.1
3425,-9.6
3426,-18.0
3427,22.0
3428,-22.0
3429,0.5
3430,-7.5
3431,7.5
3432,-19.9
3433,-23.6
3434,-0.1
3435,6.7
3436,-6.7
3437,-16.1
3438,16.1
3439,27.9
3440,-27.9
3441,-4.6000000000000005
3442,-5.5
3443,5.5
3444,14.1
3445,-14.1
3446,-24.8
3447,-0.7000000000000001
3448,5.7
3449,13.1
3450,20.7
3451,-20.7
3452,-4.2
3453,5.1000000000000005
3454,-5.1000000000000005
3455,-10.9
3456,10.9
3457,26.0
3458,-26.0
3459,-4.6
3460,4.6
3461,-8.200000000000001
3462,8.200000000000001
3463,13.0
3464,-13.0
3465,20.9
3466,-20.9
3467,-2.0
3468,2.0
3469,-9.0
3470,-19.700000000000006
3471,26.1
3472,-26.1
3473,0.1
3474,5.300000000000002
3475,-5.300000000000002
3476,13.1
3477,-13.1
3478,20.7
3479,-20.7
3480,-3.5
3481,3.5
3482,8.4
3483,-8.4
3484,-11.3
3485,-24.20000000000001
3486,0.4
3487,-6.6000000000000005
3488,6.6000000000000005
3489,13.5
3490,-13.5
3491,21.200000000000006
3492,0.2
3493,-0.2
3494,5.300000000000002
3495,-12.4
3496,20.9
3497,-20.9
3498,-2.4000000000000004
3499,2.4000000000000004
3500,-7.8000000000000025
3501,19.0
3502,20.1
3503,3.2
3504,-3.2
3505,5.7
3506,-5.7
3507,13.1
3508,-13.1
3509,-24.3
3510,4.5
3511,6.7
3512,-17.7
3513,23.4
